date,planting_date,plot_id,variety,soil_texture,soil_pH,soil_N,tmax,tmin,rainfall,solar_radiation,fertilizer_N,irrigation,LAI,biomass,soil_water,yield,days_since_planting
2023-01-07,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,25.13273347505009,14.898596518100911,5.733412461928444,20.060044995104803,0,0,0.11797175405101841,62.48038475765167,203.2283997082013,0.0,0
2023-01-08,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.524637592519294,13.999467785341146,1.4713710869834487,17.977734922698918,0,0,0.1353620157813279,74.61764168835344,202.46846197801162,0.0,1
2023-01-09,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,22.321708438295342,11.75942090905437,4.212331274696327,17.604404162322698,0,0,0.1500643591024364,84.93073324356423,204.62316841879615,0.0,2
2023-01-10,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.449778117492574,12.310157461416335,5.1270736056018915,18.05569761580166,0,0,0.16977532605918388,98.82735405345389,207.40079481588208,0.0,3
2023-01-11,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.852368100165855,14.96329068987572,4.400523475539723,17.601913261950674,0,0,0.19519965613834842,116.84346096896162,209.64680100677379,0.0,4
2023-01-12,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.825014799131274,15.772454620177914,1.94688564953555,19.11145200073666,0,0,0.22777729727437657,140.04690907154577,209.33232183823927,0.0,5
2023-01-13,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.08261311554496,15.024902186589058,1.0703628925580801,19.71023096411985,0,0,0.26736722153876313,168.39021109358657,207.8078306928984,0.0,6
2023-01-14,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,31.74998991313463,22.943629637416947,6.167701962494594,19.173329380077664,0,0,0.32066465115211384,206.74472290515158,211.32396013940922,0.0,7
2023-01-15,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.045469910804453,15.744366215215164,1.798751885705412,17.542891190097322,0,0,0.36999119671503694,242.42654116536795,210.87377308221468,0.0,8
2023-01-16,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,23.666434592947834,12.785843326900727,3.6926140182516463,17.957280325454853,0,0,0.41312916703215097,273.795047795032,212.3636370770814,0.0,9
2023-01-17,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,25.088568163791127,15.700244452631996,6.362419563605777,20.184929254018385,0,0,0.4803438598389219,322.92859516840264,216.28767484414743,0.0,10
2023-01-18,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.110274343072295,15.486796948087335,7.055054586240723,17.711531609077674,0,0,0.5498569076226401,374.0110817819521,221.04265981660606,0.0,11
2023-01-19,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.393678360449766,13.197471736369096,8.20452491441442,20.097604469163656,0,0,0.6215795687326658,426.99768130177017,226.7068613390203,0.0,12
2023-01-20,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.611954744939602,14.536150999911417,5.8384281534910345,20.32305513213224,0,0,0.7085687129729804,491.6063742907144,230.0565483629421,0.0,13
2023-01-21,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.696728532661957,18.261372188475963,5.93768247097231,16.79495938461574,0,0,0.8122535897936771,569.0293707219396,233.9661251514078,0.0,14
2023-01-22,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,24.01112179727056,15.053613414609982,3.3826330458107954,20.382430662188536,0,0,0.9187401672329759,648.9742486793712,234.9979575419397,0.0,15
2023-01-23,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.88410512070107,19.365834902427423,2.1983942362467253,18.73416002208124,0,0,1.0828127167173247,772.8212818046345,234.53557393332477,0.0,16
2023-01-24,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.010336609079477,19.168523262011504,4.213132791134781,19.86306882688017,0,0,1.2640710472921657,910.3883207958617,236.225300628663,0.0,17
2023-01-25,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,27.280123111757664,18.248768102290555,2.5568698344619607,18.966721316571913,0,0,1.4439646086854823,1047.6697321155477,236.3954863117489,0.0,18
2023-01-26,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.711345203031268,19.41939253220565,4.307412018398714,17.075926322638256,0,0,1.6443289403926096,1201.4176846225514,238.307240220864,0.0,19
2023-01-27,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.555717675648516,15.753440406426897,4.489211084063536,19.631631655295635,0,0,1.8341828100036928,1347.9098679644367,240.2019538029117,0.0,20
2023-01-28,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,25.431637737579727,16.835596476239022,0.6105217673731357,19.835650279099763,0,20,2.0367724091744352,1505.1022943849384,258.4752473246859,0.0,21
2023-01-29,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,27.514129620460995,19.97737173294628,4.174119044927995,19.72257439568203,0,0,2.298190381641416,1709.0801131013716,255.7294798023531,0.0,22
2023-01-30,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.148519679173173,18.1411395292286,1.158713469065493,20.742399039346314,0,0,2.5754815474745314,1926.6657736734958,252.6696925015857,0.0,23
2023-01-31,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.125418613346614,18.216031158551875,0.8658244388153729,21.437478086344516,0,0,2.8871377247287615,2172.606570117806,249.5051363314047,0.0,24
2023-02-01,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,25.855796399768213,15.932691348352785,6.33022329024394,19.60022994725887,0,0,3.123359853544214,2360.08445013007,247.53389246712342,0.0,25
2023-02-02,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,27.889328587866782,17.385852933750584,3.513514587216295,18.601357255087066,0,0,3.389275135457096,2572.3412204947585,247.48361488574537,0.0,26
2023-02-03,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.834848630602227,17.92015769934095,2.934822866011873,20.830289468632216,0,0,3.7110583341668617,2830.6771218352897,247.0748932509233,0.0,27
2023-02-04,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.267002196783114,15.944940680577439,1.058276113934987,21.08032424253414,0,20,3.9869518467524956,3053.4593509903557,265.4132410633083,0.0,28
2023-02-05,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,30.631774416103212,23.170937132372543,2.8295412147042724,19.99871013598631,0,0,4.299519185839507,3307.3314587608334,262.12201837434225,0.0,29
2023-02-06,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.49339902330066,19.275221895077973,0.9542293149127745,19.14195603696497,100,0,4.6202115935521855,3569.3350598332827,259.01521428371717,0.0,30
2023-02-07,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.27766604159792,20.49473683857803,6.0349553395602,20.660195749959378,0,0,4.994429144182546,3876.8774255715807,255.8665755063861,0.0,31
2023-02-08,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.696378688801698,17.98202727077533,4.712547141536219,22.353961504908227,0,0,5.359939448384045,4179.051949547687,252.46601244902348,0.0,32
2023-02-09,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.64616363421098,18.691666372249557,1.1836083854925983,19.790549778896782,0,0,5.705155197959224,4466.157529700032,249.5050377635039,0.0,33
2023-02-10,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,30.16990006366355,20.58268099060005,11.020943845754967,21.416578404134416,0,0,6.091413571702329,4789.332206526592,247.0445581092005,0.0,34
2023-02-11,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,25.568430977778796,14.796650228285538,2.752184152126697,21.52521202116001,0,20,6.361976138703472,5017.0784750460725,267.02689459032536,0.0,35
2023-02-12,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.39822187792054,19.85175595507786,16.444520803375415,20.433117642093826,0,0,6.717502077941004,5318.167515728264,263.59042479418997,0.0,36
2023-02-13,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,26.509232583986083,17.486412584799158,2.991312975692229,20.790191133364694,0,0,7.0242099764903925,5579.50689758698,260.345417698448,0.0,37
2023-02-14,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,28.050366064606536,18.764366558698626,3.148803758852521,21.271070932780134,0,0,7.373786760181974,5879.212644922012,257.0710042258712,0.0,38
2023-02-15,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,27.653358646719536,18.430408441623143,2.5256698119380507,21.892197657473414,0,0,7.72259057177213,6180.113103505653,253.91453377580652,0.0,39
2023-02-16,2023-01-07,0,Variety_A,Sandy,6.96398788362281,109.86584841970367,29.04640767973997,17.800668901027983,4.430480631674189,21.06775707903483,0,0,8.0,6478.838381772365,250.71246603440434,0.0,40
